SeqID;Isolate_Id;Isolate_Name;subtype;Location;lat;lon;Host;Collection_Date;Animal_Specimen_Source;Animal_Health_Status;Domestic_Status;;
>EPI_ISL_19042430|A/Mute_Swan/Germany-HE/2024AI01482/2024|A_/_H11N9;EPI_ISL_19042430;A/Mute_Swan/Germany-HE/2024AI01482/2024;A / H11N9;Europe / Germany;;;Avian;2024-02-12;;;;;
>EPI_ISL_19090717|A/Tyto_alba/Slovakia/Vh-2014/2023|A_/_H5N1;EPI_ISL_19090717;A/Tyto_alba/Slovakia/Vh-2014/2023 ;A / H5N1;Europe / Slovakia / Trenciansky Kraj / Precin;49,0839908; 18,5388761;Tyto alba;2023-12-15;;Dead;captive;;
>EPI_ISL_209119|A/duck/Mongolia/173/2015|A_/_H3N8;EPI_ISL_209119;A/duck/Mongolia/173/2015;A / H3N8;Asia / Mongolia;;;Anas platyrhynchos;2015-08-30;;;;;
>EPI_ISL_209121|A/duck/Mongolia/179/2015|A_/_H3N8;EPI_ISL_209121;A/duck/Mongolia/179/2015;A / H3N8;Asia / Mongolia;;;Anas platyrhynchos;2015-08-30;;;;;
>EPI_ISL_212380|A/Bean_Goose/Hubei/chenhu_I34/2014|A_/_H6N5;EPI_ISL_212380;A/Bean_Goose/Hubei/chenhu_I34/2014_H6N5_;A / H6N5;Asia / China / Hubei Province / wuhan;;;Anser fabalis;2014-12-02;;;;;
>EPI_ISL_212404|A/Bean_Goose/Hubei/chenhu_I77/2014_H6N5|A_/_H6N5;EPI_ISL_212404;A/Bean_Goose/Hubei/chenhu_I77/2014_H6N5;A / H6N5;Asia / China / Hubei Province / wuhan;;;Anser fabalis;2014-12-02;;;;;
>EPI_ISL_2131573|A/Chicken/Sweden/SVA210420SZ0002/KN099429-IP22/2021|A_/_H5N8;EPI_ISL_2131573;A/Chicken/Sweden/SVA210420SZ0002/KN099429-IP22/2021;A / H5N8;Europe / Sweden / Skane Lan / Eslovs Kommun ;;;Gallus gallus domesticus;2021-04-20;;;;;
>EPI_ISL_2301187|A/common_buzzard/Sweden/SVA210323SZ0426/KN001120/O-2021|A_/_H5N8;EPI_ISL_2301187;A/common_buzzard/Sweden/SVA210323SZ0426/KN001120/O-2021;A / H5N8;Europe / Sweden / Vastra Gotalands Lan / Lidkopings Kommun;;;Other avian;2021-03-14;;;;;
>EPI_ISL_237156|A/duck/Tottori/311018/2015|A_/_H3N6;EPI_ISL_237156;A/duck/Tottori/311018/2015;A / H3N6;Asia / Japan;;;Duck;2015-10;;;;;
>EPI_ISL_237163|A/duck/Saga/411005/2012|A_/_H11N2;EPI_ISL_237163;A/duck/Saga/411005/2012;A / H11N2;Asia / Japan;;;Duck;2012-10;;;;;
>EPI_ISL_237169|A/duck/Shimane/321017/2015|A_/_H3N8;EPI_ISL_237169;A/duck/Shimane/321017/2015;A / H3N8;Asia / Japan;;;Duck;2015-10;;;;;
>EPI_ISL_237177|A/duck/Kagoshima/46-04/2014|A_/_H5N3;EPI_ISL_237177;A/duck/Kagoshima/46-04/2014;A / H5N3;Asia / Japan;;;Duck;2014-12;;;;;
>EPI_ISL_239392|A/duck/Aichi/231001/2016|A_/_H8N4;EPI_ISL_239392;A/duck/Aichi/231001/2016;A / H8N4;Asia / Japan;;;Duck;2016-10-18;;;;;
>EPI_ISL_240681|A/mallard/Chany/126K-2/2014|A_/_H8N4;EPI_ISL_240681;A/mallard/Chany/126K-2/2014;A / H8N4;Europe / Russian Federation / Novosibirsk Oblast;;;Duck;2014-09-11;;;;;
>EPI_ISL_243659|A/mallard_duck/Netherlands/10/2012|A_/_H6N1;EPI_ISL_243659;A/mallard_duck/Netherlands/10/2012;A / H6N1;Europe / Netherlands;;;Anas platyrhynchos;2012-09-05;;;;;
>EPI_ISL_250232|A/teal/Chany/135/2016|A_/_H3N8;EPI_ISL_250232;A/teal/Chany/135/2016;A / H3N8;Europe / Russian Federation / Novosibirsk Oblast / Chany lake;;;Anas crecca;2016-09-10;;;;;
>EPI_ISL_250233|A/mallard/Chany/185/2016|A_/_H3N8;EPI_ISL_250233;A/mallard/Chany/185/2016;A / H3N8;Europe / Russian Federation / Novosibirsk Oblast / Chany lake;;;Anas platyrhynchos;2016-09-10;;;;;
>EPI_ISL_250234|A/pintail/Chany/198/2016|A_/_H3N8;EPI_ISL_250234;A/pintail/Chany/198/2016;A / H3N8;Europe / Russian Federation / Novosibirsk Oblast / Chany lake;;;Anas acuta;2016-09-10;;;;;
>EPI_ISL_250235|A/mallard/Chany/313/2016|A_/_H1N1;EPI_ISL_250235;A/mallard/Chany/313/2016;A / H1N1;Europe / Russian Federation / Novosibirsk Oblast / Chany lake;;;Anas platyrhynchos;2016-10-10;;;;;
>EPI_ISL_250236|A/gadwall/Chany/315/2016|A_/_H1N1;EPI_ISL_250236;A/gadwall/Chany/315/2016;A / H1N1;Europe / Russian Federation / Novosibirsk Oblast / Chany lake;;;Anas strepera;2016-10-10;;;;;
>EPI_ISL_250237|A/mallard/Chany/355/2016|A_/_H1N1;EPI_ISL_250237;A/mallard/Chany/355/2016;A / H1N1;Europe / Russian Federation / Novosibirsk Oblast / Chany lake;;;Anas platyrhynchos;2016-10-10;;;;;
>EPI_ISL_250238|A/gadwall/Chany/97/2016|A_/_H6N8;EPI_ISL_250238;A/gadwall/Chany/97/2016;A / H6N8;Europe / Russian Federation / Novosibirsk Oblast / Chany lake;;;Anas strepera;2016-09-10;;;;;
>EPI_ISL_2557745|A/peregrine_falcon/Sweden/SVA210325SZ034/KN001209/M-2021|A_/_H5N8;EPI_ISL_2557745;A/peregrine_falcon/Sweden/SVA210325SZ034/KN001209/M-2021;A / H5N8;Europe / Sweden / Skane Lan / Malmo Kommun;;;Falco peregrinus;2021-03-26;;;;;
>EPI_ISL_256785|A/duck/Bangladesh/24035/2014|A_/_H10N1;EPI_ISL_256785;A/duck/Bangladesh/24035/2014;A / H10N1;Asia / Bangladesh;;;Anas sp.;2014-12-29;;;;;
>EPI_ISL_257048|A/duck/Bangladesh/26980/2015|A_/_H7N9;EPI_ISL_257048;A/duck/Bangladesh/26980/2015;A / H7N9;Asia / Bangladesh;;;Anas sp.;2015-12-10;;;;;
>EPI_ISL_257066|A/duck/Bangladesh/25891/2015|A_/_H4N6;EPI_ISL_257066;A/duck/Bangladesh/25891/2015;A / H4N6;Asia / Bangladesh;;;Anas sp.;2015-07-10;;;;;
>EPI_ISL_257070|A/duck/Bangladesh/26918/2015|A_/_H3N6;EPI_ISL_257070;A/duck/Bangladesh/26918/2015;A / H3N6;Asia / Bangladesh;;;Anas sp.;2015-12-09;;;;;
>EPI_ISL_257076|A/duck/Bangladesh/24697/2015|A_/_H15N9;EPI_ISL_257076;A/duck/Bangladesh/24697/2015;A / H15N9;Asia / Bangladesh;;;Anas sp.;2015-02-22;;;;;
>EPI_ISL_257077|A/duck/Bangladesh/24704/2015|A_/_H15N9;EPI_ISL_257077;A/duck/Bangladesh/24704/2015;A / H15N9;Asia / Bangladesh;;;Anas sp.;2015-02-22;;;;;
>EPI_ISL_257080|A/duck/Bangladesh/27042/2015|A_/_H7N9;EPI_ISL_257080;A/duck/Bangladesh/27042/2015;A / H7N9;Asia / Bangladesh;;;Anas sp.;2015-12-10;;;;;
>EPI_ISL_257087|A/black-tailed_godwit/Bangladesh/24734/2015|A_/_H7N5;EPI_ISL_257087;A/black-tailed_godwit/Bangladesh/24734/2015;A / H7N5;Asia / Bangladesh;;;Sandpiper;2015-02-22;;;;;
>EPI_ISL_257090|A/duck/Bangladesh/26992/2015|A_/_H7N9;EPI_ISL_257090;A/duck/Bangladesh/26992/2015;A / H7N9;Asia / Bangladesh;;;Anas sp.;2015-12-10;;;;;
>EPI_ISL_2574053|A/Towny_owel/Sweden/SVAU210406SZ0042/KN001362/M-2021|A_/_H5N8;EPI_ISL_2574053;A/Towny_owel/Sweden/SVAU210406SZ0042/KN001362/M-2021;A / H5N8;Europe / Sweden / Skane Lan / Sjobo Kommun;;;Other avian;2021-04-06;;;;;
>EPI_ISL_268620|A/Buzzard/NL-Durgerdam/16015100-004/2016|A_/_H5N8;EPI_ISL_268620;A/Buzzard/NL-Durgerdam/16015100-004/2016;A / H5N8;Europe / Netherlands / Provincie Noord-Holland / Durgerdam;;;Buteo buteo;2016-11-30;;;;;
>EPI_ISL_268628|A/Crow/NL-Oostwoud/16015372-004/2016|A_/_H5N8;EPI_ISL_268628;A/Crow/NL-Oostwoud/16015372-004/2016;A / H5N8;Europe / Netherlands / Provincie Noord-Holland / Oostwoud;;;Other avian;2016-12-05;;;;;
>EPI_ISL_268643|A/Eur_Wig/NL-Groningen/16015376-003/2016|A_/_H5N8;EPI_ISL_268643;A/Eur_Wig/NL-Groningen/16015376-003/2016;A / H5N8;Europe / Netherlands / Provincie Groningen / Gemeente Groningen;;;Anas penelope;2016-12-05;;;;;
>EPI_ISL_268654|A/G_c_grebe/NL-Monnickendam/16013865-009-010/2016|A_/_H5N8;EPI_ISL_268654;A/G_c_grebe/NL-Monnickendam/16013865-009-010/2016;A / H5N8;Europe / Netherlands / Provincie Noord-Holland / Monnickendam;;;Other avian;2016-11-08;;;;;
>EPI_ISL_268655|A/Go/NL-Roggebotsluis/16014462-010/2016|A_/_H5N8;EPI_ISL_268655;A/Go/NL-Roggebotsluis/16014462-010/2016;A / H5N8;Europe / Netherlands / Provincie Flevoland / Roggebotsluis;;;Goose;2016-11-17;;;;;
>EPI_ISL_268656|A/Gr_bk_bd_gull/NL-Slootdorp/16014102-005/2016|A_/_H5N8;EPI_ISL_268656;A/Gr_bk_bd_gull/NL-Slootdorp/16014102-005/2016;A / H5N8;Europe / Netherlands / Provincie Noord-Holland / Slootdorp;;;Larus ridibundus;2016-11-11;;;;;
>EPI_ISL_268659|A/Gull1/NL-Marker_Wadden/16014466-011/2016|A_/_H5N8;EPI_ISL_268659;A/Gull1/NL-Marker_Wadden/16014466-011/2016;A / H5N8;Europe / Netherlands / Marker Wadden;;;Gull;2016-11-17;;;;;
>EPI_ISL_268661|A/L-bl-ba-gull/NL-Sovon/16014324-014/2016|A_/_H5N8;EPI_ISL_268661;A/L-bl-ba-gull/NL-Sovon/16014324-014/2016;A / H5N8;Europe / Netherlands;;;Larus fuscus;2016-11-16;;;;;
>EPI_ISL_268663|A/Magpie/NL-Volendam/16014331-002/2016|A_/_H5N8;EPI_ISL_268663;A/Magpie/NL-Volendam/16014331-002/2016;A / H5N8;Europe / Netherlands / Provincie Noord-Holland / Edam-Volendam;;;Other avian;2016-11-16;;;;;
>EPI_ISL_268665|A/Mal/NL-Mastenbroek/16015378-002/2016|A_/_H5N8;EPI_ISL_268665;A/Mal/NL-Mastenbroek/16015378-002/2016;A / H5N8;Europe / Netherlands / Provincie Overijssel / Mastenbroek;;;Anas platyrhynchos;2016-12-05;;;;;
>EPI_ISL_268666|A/P_falcon/NL-Vrouwenpolder_(Zeeland)/16015510-001/2016|A_/_H5N8;EPI_ISL_268666;A/P_falcon/NL-Vrouwenpolder_(Zeeland)/16015510-001/2016;A / H5N8;Europe / Netherlands / Provincie Zeeland / Vrouwenpolder;;;Falcon;2016-12-07;;;;;
>EPI_ISL_268669|A/T_Dk/NL-Monnickendam/16013865-006-008/2016|A_/_H5N8;EPI_ISL_268669;A/T_Dk/NL-Monnickendam/16013865-006-008/2016;A / H5N8;Europe / Netherlands / Provincie Noord-Holland / Monnickendam;;;Aythya fuligula;2016-11-08;;;;;
>EPI_ISL_268672|A/T_Dk/NL-Werkendam/16014159-002/2016|A_/_H5N8;EPI_ISL_268672;A/T_Dk/NL-Werkendam/16014159-002/2016;A / H5N8;Europe / Netherlands / North Brabant / Gemeente Werkendam;;;Aythya fuligula;2016-11-14;;;;;
>EPI_ISL_268673|A/T_Dk/NL-Werkendam/16014159-003/2016|A_/_H5N8;EPI_ISL_268673;A/T_Dk/NL-Werkendam/16014159-003/2016;A / H5N8;Europe / Netherlands / North Brabant / Gemeente Werkendam;;;Aythya fuligula;2016-11-14;;;;;
>EPI_ISL_274858|A/mute_swan/Kaliningrad/132/2017|A_/_H5N8;EPI_ISL_274858;A/mute_swan/Kaliningrad/132/2017;A / H5N8;Europe / Russian Federation / Kaliningrad Oblast;;;Cygnus olor;2017-02-13;;;;;
>EPI_ISL_292223|A/mute_swan/England/AVP_18_001986/2017|A_/_H5N6;EPI_ISL_292223;A/mute_swan/England/AVP_18_001986/2017;A / H5N6;Europe / United Kingdom / Dorset / Abbotsbury;;;Cygnus olor;2017-12-31;;;;;
>EPI_ISL_292225|A/canada_goose/England/AV58_18OPpoolEP1/2018|A_/_H5N6;EPI_ISL_292225;A/canada_goose/England/AV58_18OPpoolEP1/2018;A / H5N6;Europe / United Kingdom / Dorset / Abbotsbury;;;Branta canadensis;2018-01-05;;;;;
>EPI_ISL_293506|A/duck/Hokkaido/491003/2014|A_/_H4N2;EPI_ISL_293506;A/duck/Hokkaido/491003/2014;A / H4N2;Asia / Japan / Hokkaido;;;Avian;2014-10-28;;;;;
>EPI_ISL_3001273|A/common_buzzard/Sweden/SVA210510SZ0206/FB001829/C-2021|A_/_H5N8;EPI_ISL_3001273;A/common_buzzard/Sweden/SVA210510SZ0206/FB001829/C-2021;A / H5N8;Europe / Sweden / Uppsala Lan / Uppsala Kommun;;;Other avian;2021-05-21;;;;;
>EPI_ISL_309808|A/Chicken/Netherlands/11011392/2011|A_/_H7N7;EPI_ISL_309808;A/Chicken/Netherlands/11011392/2011;A / H7N7;Europe / Netherlands / Provincie Flevoland / Creil;;;Chicken;2011-06-23;;;;;
>EPI_ISL_309823|A/Turkey/Netherlands/11011530/2011|A_/_H7N7;EPI_ISL_309823;A/Turkey/Netherlands/11011530/2011;A / H7N7;Europe / Netherlands / Provincie Flevoland / Creil;;;Turkey;2011-06-25;;;;;
>EPI_ISL_3098719|A/peregrine_falcon/Sweden/SVA210309SZ0403/FB000851/K-2021|A_/_H5N4;EPI_ISL_3098719;A/peregrine_falcon/Sweden/SVA210309SZ0403/FB000851/K-2021;A / H5N4;Europe / Sweden / Blekinge Lan / Solvesborgs Kommun;;;Falco peregrinus;2021-03-02;;;;;
>EPI_ISL_309929|A/Chicken/Netherlands/11008327/2011|A_/_H7N7;EPI_ISL_309929;A/Chicken/Netherlands/11008327/2011;A / H7N7;Europe / Netherlands / Provincie Gelderland / Kootwijkerbroek;;;Chicken;2011-05-12;;;;;
>EPI_ISL_3102545|A/peregrine_falcon/Sweden/SVA210505SZ0374/FB001788/M-2021|A_/_H5N8;EPI_ISL_3102545;A/peregrine_falcon/Sweden/SVA210505SZ0374/FB001788/M-2021;A / H5N8;Europe / Sweden / Skane Lan / Bastads Kommun;;;Falco peregrinus;2021-03-26;;;;;
>EPI_ISL_3128537|A/Tawny_owl/Sweden/SVA210406SZ0042/FB001362/M-2021|A_/_H5N5;EPI_ISL_3128537;A/Tawny_owl/Sweden/SVA210406SZ0042/FB001362/M-2021;A / H5N5;Europe / Sweden / Skane Lan / Sjobo Kommun;;;Other avian;2021-03-28;;;;;
>EPI_ISL_3138615|A/peregrine_falcon/Sweden/SVA210420SZ0374/FB0001575/O-2021|A_/_H5N8;EPI_ISL_3138615;A/peregrine_falcon/Sweden/SVA210420SZ0374/FB0001575/O-2021;A / H5N8;Europe / Sweden / Vastra Gotalands Lan / Alingsas Kommun;;;Falco peregrinus;2021-02-15;;;;;
>EPI_ISL_3143954|A/whooper_swan/Sweden/SVA2100329SZ0210/FB0001277/H-2021|A_/_H5N5;EPI_ISL_3143954;A/whooper_swan/Sweden/SVA2100329SZ0210/FB0001277/H-2021;A / H5N5;Europe / Sweden / Kalmar Lan / Hongsby Kommun;;;Whooper swan;2021-07-06;;;;;
>EPI_ISL_3153239|A/peregrine_falcon/Sweden/SVA210427SZ0513/FB0001700/M-2021|A_/_H5N8;EPI_ISL_3153239;A/peregrine_falcon/Sweden/SVA210427SZ0513/FB0001700/M-2021;A / H5N8;Europe / Sweden / Skane Lan / Ystads Kommun;;;Falco peregrinus;2021-03-09;;;;;
>EPI_ISL_328976|A/mallard_duck/Georgia/10/2016|A_/_H7N7;EPI_ISL_328976;A/mallard_duck/Georgia/10/2016;A / H7N7;Asia / Georgia;;;Anas platyrhynchos;2016-09-30;;;;;
>EPI_ISL_3294584|A/Mute_Swan/Sweden/SVA210330SZ0417/FB001305/D-2021|A_/_H5N5;EPI_ISL_3294584;A/Mute_Swan/Sweden/SVA210330SZ0417/FB001305/D-2021;A / H5N5;Europe / Sweden / Sodermanlands Lan / Oxelosunds Kummun;;;Cygnus olor;2021-03-30;;;;;
>EPI_ISL_329573|A/duck/Bangladesh/33676/2017|A_/_H4N6;EPI_ISL_329573;A/duck/Bangladesh/33676/2017;A / H4N6;Asia / Bangladesh;;;Anas sp.;2017-09-28;;;;;
>EPI_ISL_3298234|A/peregrine_falcon/Sweden/SVA210325SZ0348/FP001210/H-2021|A_/_H5N4;EPI_ISL_3298234;A/peregrine_falcon/Sweden/SVA210325SZ0348/FP001210/H-2021;A / H5N4;Europe / Sweden / Kalmar Lan / Vasterviks Kommun;;;Falco peregrinus;2021-03-05;;;;;
>EPI_ISL_3298300|A/Greylag_goose/Sweden/SVA210324SZ0403/FB001169/N-2021|A_/_H5N8;EPI_ISL_3298300;A/Greylag_goose/Sweden/SVA210324SZ0403/FB001169/N-2021;A / H5N8;Europe / Sweden / Hallands Lan / Varbergs Kommun;;;Greylag goose;2021-03-03;;;;;
>EPI_ISL_3314973|A/common_buzzard/Sweden/SVA210323SZ0426/FB001120/O-2021|A_/_H5N8;EPI_ISL_3314973;A/common_buzzard/Sweden/SVA210323SZ0426/FB001120/O-2021;A / H5N8;Europe / Sweden / Vastra Gotalands Lan / Lidkopings Kommun;;;Other avian;2021-03-14;;;;;
>EPI_ISL_332677|A/teal/Toguchin/1153/2016|A_/_H6N1;EPI_ISL_332677;A/teal/Toguchin/1153/2016;A / H6N1;Europe / Russian Federation / Novosibirsk Oblast / Toguchinsky District;;;Anas sp.;2016-09-03;;;;;
>EPI_ISL_332679|A/mallard/Toguchin/1154/2016|A_/_H6N1;EPI_ISL_332679;A/mallard/Toguchin/1154/2016;A / H6N1;Europe / Russian Federation / Novosibirsk Oblast / Toguchinsky District ;;;Anas platyrhynchos;2016-09-03;;;;;
>EPI_ISL_332681|A/teal/Toguchin/1156/2016|A_/_H6N1;EPI_ISL_332681;A/teal/Toguchin/1156/2016;A / H6N1;Europe / Russian Federation / Novosibirsk Oblast / Toguchinsky District ;;;Anas sp.;2016-09-03;;;;;
>EPI_ISL_332682|A/teal/Toguchin/1157/2016|A_/_H6N1;EPI_ISL_332682;A/teal/Toguchin/1157/2016;A / H6N1;Europe / Russian Federation / Novosibirsk Oblast / Toguchinsky District ;;;Anas sp.;2016-09-03;;;;;
>EPI_ISL_333090|A/duck/Bangladesh/18D751/2016|A_/_H11;EPI_ISL_333090;A/duck/Bangladesh/18D751/2016;A / H11;Asia / Bangladesh;;;Avian;2016-12-09;;;;;
>EPI_ISL_337145|A/gadwall/Novosibirsk_region/982k/2018|A_/_H3N8;EPI_ISL_337145;A/gadwall/Novosibirsk_region/982k/2018;A / H3N8;Europe / Russian Federation / Novosibirsk Oblast;;;Anas strepera;2018-10-01;;;;;
>EPI_ISL_337149|A/coot/Novosibirsk_region/563/2018|A_/_H3N8;EPI_ISL_337149;A/coot/Novosibirsk_region/563/2018;A / H3N8;Europe / Russian Federation;;;Avian;2018-10-03;;;;;
>EPI_ISL_337395|A/pintail/Novosibirsk_region/519k/2018|A_/_H3N8;EPI_ISL_337395;A/pintail/Novosibirsk_region/519k/2018;A / H3N8;Europe / Russian Federation;;;Anas acuta;2018-10-01;;;;;
>EPI_ISL_337397|A/teal/Buryatia/63/2018|A_/_H3N8;EPI_ISL_337397;A/teal/Buryatia/63/2018;A / H3N8;Europe / Russian Federation;;;Anas crecca;2018-08-26;;;;;
>EPI_ISL_337401|A/mallard/Chany_Lake/48/2018|A_/_H3N8;EPI_ISL_337401;A/mallard/Chany_Lake/48/2018;A / H3N8;Europe / Russian Federation;;;Anas platyrhynchos;2018-09-30;;;;;
>EPI_ISL_337412|A/garganey/Chany_Lake/20/2014|A_/_H3N8;EPI_ISL_337412;A/garganey/Chany_Lake/20/2014;A / H3N8;Europe / Russian Federation;;;Anas querquedula;2014-08-23;;;;;
>EPI_ISL_337569|A/mallard/Novosibirsk_region/963k/2018|A_/_H3N2;EPI_ISL_337569;A/mallard/Novosibirsk_region/963k/2018;A / H3N2;Europe / Russian Federation;;;Anas platyrhynchos;2018-09-29;;;;;
>EPI_ISL_338358|A/mallard/Novosibirsk_region/988k/2018|A_/_H4N6;EPI_ISL_338358;A/mallard/Novosibirsk_region/988k/2018;A / H4N6;Europe / Russian Federation;;;Anas platyrhynchos;2018-10-01;;;;;
>EPI_ISL_338359|A/chicken/Central_Russia/1/2017|A_/_H5N2;EPI_ISL_338359;A/chicken/Central_Russia/1/2017;A / H5N2;Europe / Russian Federation;;;Chicken;2017-12-25;;;;;
>EPI_ISL_339040|A/teal/Dagestan/23d/2018|A_/_H3N8;EPI_ISL_339040;A/teal/Dagestan/23d/2018;A / H3N8;Europe / Russian Federation;;;Anas crecca;2018-09-15;;;;;
>EPI_ISL_355935|A/green_sandpiper/Kurgan/1043/2018|A_/_H3N8;EPI_ISL_355935;A/green_sandpiper/Kurgan/1043/2018;A / H3N8;Europe / Russian Federation / Kurgan Oblast / Ketovsky District;;;Sandpiper;2018-08-26;;;;;
>EPI_ISL_355936|A/green_sandpiper/Kurgan/1046/2018|A_/_H3N8;EPI_ISL_355936;A/green_sandpiper/Kurgan/1046/2018;A / H3N8;Europe / Russian Federation / Kurgan Oblast / Ketovsky District;;;Sandpiper;2018-08-26;;;;;
>EPI_ISL_355937|A/green_sandpiper/Kurgan/1048/2018|A_/_H3N8;EPI_ISL_355937;A/green_sandpiper/Kurgan/1048/2018;A / H3N8;Europe / Russian Federation / Kurgan Oblast / Ketovsky District;;;Sandpiper;2018-08-26;;;;;
>EPI_ISL_355938|A/green_sandpiper/Kurgan/1050/2018|A_/_H3N8;EPI_ISL_355938;A/green_sandpiper/Kurgan/1050/2018;A / H3N8;Europe / Russian Federation / Kurgan Oblast / Ketovsky District;;;Sandpiper;2018-08-26;;;;;
>EPI_ISL_364022|A/wild_bird/Hunan/12.24_DTHF3-8-2/2015(H1N2)|A_/_H1N2;EPI_ISL_364022;A/wild_bird/Hunan/12.24_DTHF3-8-2/2015(H1N2);A / H1N2;Asia / China / Hunan;;;Avian;2015-12-24;;;;;
>EPI_ISL_368628|A/duck/Hokkaido/X9/2016|A_/_H8N4;EPI_ISL_368628;A/duck/Hokkaido/X9/2016;A / H8N4;Asia / Japan / Hokkaido;;;Duck;2016-12-20;;;;;
>EPI_ISL_368634|A/duck/Mongolia/575/2018|A_/_H3N1;EPI_ISL_368634;A/duck/Mongolia/575/2018;A / H3N1;Asia / Mongolia;;;Duck;2018-09-03;;;;;
>EPI_ISL_387356|A/duck/Viet_Nam/HN-2634/2016|A_/_H6N6;EPI_ISL_387356;A/duck/Viet_Nam/HN-2634/2016;A / H6N6;Asia / Vietnam;;;Duck;2016-02-10;;;;;
>EPI_ISL_387963|A/teal/Egypt/MB-D-148OP/2015|A_/_H10N7;EPI_ISL_387963;A/teal/Egypt/MB-D-148OP/2015;A / H10N7;Africa / Egypt;;;Anas sp.;2015-01-27;;;;;
>EPI_ISL_387968|A/teal/Egypt/MB-D-487OP/2016|A_/_H7N3;EPI_ISL_387968;A/teal/Egypt/MB-D-487OP/2016;A / H7N3;Africa / Egypt;;;Anas sp.;2016-01-28;;;;;
>EPI_ISL_387971|A/teal/Egypt/MB-D-621C/2016|A_/_H7N9;EPI_ISL_387971;A/teal/Egypt/MB-D-621C/2016;A / H7N9;Africa / Egypt;;;Anas sp.;2016-02-11;;;;;
>EPI_ISL_390458|A/sandpiper/Tomsk/112/2019|A_/_H14N7;EPI_ISL_390458;A/sandpiper/Tomsk/112/2019;A / H14N7;Europe / Russian Federation / Tomsk Oblast  / Tomsk district, Tom river;;;Sandpiper;2019-04-30;;;;;
>EPI_ISL_400270|A/Common_Teal/Chany_Lake/40/2019|A_/_H12N5;EPI_ISL_400270;A/Common_Teal/Chany_Lake/40/2019;A / H12N5;Europe / Russian Federation / Chany Lake;;;Common teal;2019-09-07;;;;;
>EPI_ISL_400283|A/Gadwall/Omsk_Region/129/2019|A_/_H3N8;EPI_ISL_400283;A/Gadwall/Omsk_Region/129/2019;A / H3N8;Europe / Russian Federation / Omsk Region;;;Other avian;2019-09-01;;;;;
>EPI_ISL_400287|A/Shoveler/Chany_Lake/68/2019|A_/_H12N5;EPI_ISL_400287;A/Shoveler/Chany_Lake/68/2019;A / H12N5;Europe / Russian Federation / Chany Lake;;;Other avian;2019-09-07;;;;;
>EPI_ISL_400288|A/Shoveler/Omsk_Region/111/2019|A_/_H1N2;EPI_ISL_400288;A/Shoveler/Omsk_Region/111/2019;A / H1N2;Europe / Russian Federation / Omsk Region;;;Other avian;2019-09-01;;;;;
>EPI_ISL_4031063|A/chicken/Kerala/CHCL1411100011/2014|A_/_H3N8;EPI_ISL_4031063;A/chicken/Kerala/CHCL1411100011/2014;A / H3N8;Asia / India / Kerala;;;Chicken;2014-11-28;;;;;
>EPI_ISL_4031065|A/duck/Assam/DUOR1512100030/2015|A_/_H3N8;EPI_ISL_4031065;A/duck/Assam/DUOR1512100030/2015;A / H3N8;Asia / India / Assam;;;Duck;2015-12-02;;;;;
>EPI_ISL_4031067|A/duck/Kerala/DUCL1412100031/2014|A_/_H3N8;EPI_ISL_4031067;A/duck/Kerala/DUCL1412100031/2014;A / H3N8;Asia / India / Kerala;;;Duck;2014-12-07;;;;;
>EPI_ISL_4031112|A/duck/Kerala/DUTR1411100009/2014|A_/_H3N8;EPI_ISL_4031112;A/duck/Kerala/DUTR1411100009/2014;A / H3N8;Asia / India / Kerala;;;Duck;2014-11-28;;;;;
>EPI_ISL_4031115|A/duck/Assam/DUOR1512100004/2015|A_/_H3N8;EPI_ISL_4031115;A/duck/Assam/DUOR1512100004/2015;A / H3N8;Asia / India / Assam;;;Duck;2015-12-02;;;;;
>EPI_ISL_4031116|A/duck/Assam/DUOR1512100028/2015|A_/_H3N8;EPI_ISL_4031116;A/duck/Assam/DUOR1512100028/2015;A / H3N8;Asia / India / Assam;;;Duck;2015-12-02;;;;;
>EPI_ISL_4031461|A/black-headed_gull/Denmark/4663-1/2018|A_/_H5N6;EPI_ISL_4031461;A/black-headed_gull/Denmark/4663-1/2018;A / H5N6;Europe / Denmark;;;Black-headed gull;2018-03-26;;;;;
>EPI_ISL_4031463|A/common_buzzard/Denmark/613-1/2019|A_/_H5N6;EPI_ISL_4031463;A/common_buzzard/Denmark/613-1/2019;A / H5N6;Europe / Denmark;;;Host;2019-01-04;;;;;
>EPI_ISL_4031467|A/pheasant/Denmark/12106-03/2018|A_/_H5N6;EPI_ISL_4031467;A/pheasant/Denmark/12106-03/2018;A / H5N6;Europe / Denmark;;;Pheasant;2018-08-27;;;;;
>EPI_ISL_4031476|A/white-tailed_eagle/Denmark/4903-1/2019|A_/_H5N6;EPI_ISL_4031476;A/white-tailed_eagle/Denmark/4903-1/2019;A / H5N6;Europe / Denmark;;;Host;2019-03-27;;;;;
>EPI_ISL_403716|A/Common_Teal/Dagestan/34d/2019|A_/_H4N6;EPI_ISL_403716;A/Common_Teal/Dagestan/34d/2019;A / H4N6;Europe / Russian Federation / Republic of Dagestan;;;Common teal;2019-09-29;;;;;
>EPI_ISL_4056296|A/mallard/Ukraine/AN-221-13-01/2020|A_/_H7N2;EPI_ISL_4056296;A/mallard/Ukraine/AN-221-13-01/2020;A / H7N2;Europe / Ukraine;;;Mallard;2020-01-13;;;;;
